file,name
ThesisMP4TEST5_f000589_2_c83_20251023_020518.jpg,
ThesisMP4TEST5_f000590_4_c79_20251023_020518.jpg,
ThesisMP4TEST5_f000591_1_c85_20251023_020518.jpg,
ThesisMP4TEST5_f000596_1_c88_20251023_020519.jpg,
ThesisMP4TEST5_f000597_1_c87_20251023_020520.jpg,
ThesisMP4TEST5_f000598_0_c87_20251023_020520.jpg,
ThesisMP4TEST5_f000599_0_c89_20251023_020520.jpg,
ThesisMP4TEST5_f000600_0_c89_20251023_020520.jpg,
ThesisMP4TEST5_f000601_0_c89_20251023_020520.jpg,
ThesisMP4TEST5_f000602_0_c89_20251023_020520.jpg,
ThesisMP4TEST5_f000603_0_c91_20251023_020520.jpg,
ThesisMP4TEST5_f000605_0_c91_20251023_020520.jpg,
ThesisMP4TEST5_f000606_0_c91_20251023_020520.jpg,
ThesisMP4TEST5_f000607_0_c90_20251023_020520.jpg,
ThesisMP4TEST5_f000651_1_c89_20251023_020528.jpg,
ThesisMP4TEST5_f000652_0_c89_20251023_020528.jpg,
ThesisMP4TEST5_f000653_0_c88_20251023_020528.jpg,
ThesisMP4TEST5_f000654_0_c87_20251023_020528.jpg,
ThesisMP4TEST5_f000655_0_c88_20251023_020528.jpg,
ThesisMP4TEST5_f000656_0_c89_20251023_020528.jpg,
ThesisMP4TEST5_f000657_0_c86_20251023_020528.jpg,
ThesisMP4TEST5_f000658_0_c85_20251023_020528.jpg,
ThesisMP4TEST5_f000659_3_c81_20251023_020529.jpg,
ThesisMP4TEST5_f000661_0_c87_20251023_020529.jpg,
ThesisMP4TEST5_f000662_0_c88_20251023_020529.jpg,
ThesisMP4TEST5_f000663_0_c89_20251023_020529.jpg,
ThesisMP4TEST5_f000664_0_c89_20251023_020529.jpg,
ThesisMP4TEST5_f000665_0_c88_20251023_020529.jpg,
ThesisMP4TEST5_f000666_0_c87_20251023_020529.jpg,
ThesisMP4TEST5_f000667_0_c87_20251023_020529.jpg,
ThesisMP4TEST5_f000668_0_c87_20251023_020529.jpg,
ThesisMP4TEST5_f000669_0_c87_20251023_020529.jpg,
ThesisMP4TEST5_f000670_0_c87_20251023_020529.jpg,
ThesisMP4TEST5_f000671_0_c86_20251023_020530.jpg,
ThesisMP4TEST5_f000672_0_c86_20251023_020530.jpg,
ThesisMP4TEST5_f000673_0_c88_20251023_020530.jpg,
ThesisMP4TEST5_f000675_0_c90_20251023_020530.jpg,
ThesisMP4TEST5_f000678_3_c72_20251023_020530.jpg,
ThesisMP4TEST5_f000688_0_c85_20251023_020532.jpg,
ThesisMP4TEST5_f000703_0_c88_20251023_020534.jpg,
ThesisMP4TEST5_f000732_1_c83_20251023_020538.jpg,
ThesisMP4TEST5_f000735_0_c87_20251023_020538.jpg,
ThesisMP4TEST5_f000736_1_c85_20251023_020538.jpg,
ThesisMP4TEST5_f000738_1_c85_20251023_020538.jpg,
ThesisMP4TEST5_f000740_0_c84_20251023_020538.jpg,
ThesisMP4TEST5_f000741_0_c85_20251023_020538.jpg,
ThesisMP4TEST5_f000743_0_c84_20251023_020538.jpg,
ThesisMP4TEST5_f000744_0_c88_20251023_020539.jpg,
ThesisMP4TEST5_f000745_0_c88_20251023_020539.jpg,
ThesisMP4TEST5_f000746_1_c86_20251023_020539.jpg,
ThesisMP4TEST5_f000747_0_c89_20251023_020539.jpg,
ThesisMP4TEST5_f000748_1_c90_20251023_020539.jpg,
ThesisMP4TEST5_f000749_1_c91_20251023_020539.jpg,
ThesisMP4TEST5_f000750_1_c91_20251023_020539.jpg,
ThesisMP4TEST5_f000751_0_c92_20251023_020539.jpg,
ThesisMP4TEST5_f000752_0_c92_20251023_020539.jpg,
ThesisMP4TEST5_f000753_0_c92_20251023_020539.jpg,
ThesisMP4TEST5_f000754_0_c92_20251023_020539.jpg,
ThesisMP4TEST5_f000755_0_c93_20251023_020540.jpg,
ThesisMP4TEST5_f000756_0_c93_20251023_020540.jpg,
ThesisMP4TEST5_f000757_0_c93_20251023_020540.jpg,
ThesisMP4TEST5_f000758_0_c92_20251023_020540.jpg,
ThesisMP4TEST5_f000759_0_c92_20251023_020540.jpg,
ThesisMP4TEST5_f000760_0_c92_20251023_020540.jpg,
ThesisMP4TEST5_f000761_0_c92_20251023_020540.jpg,
ThesisMP4TEST5_f000762_0_c91_20251023_020540.jpg,
ThesisMP4TEST5_f000763_0_c90_20251023_020540.jpg,
ThesisMP4TEST5_f000764_0_c90_20251023_020540.jpg,
ThesisMP4TEST5_f000765_0_c89_20251023_020540.jpg,
ThesisMP4TEST5_f000766_0_c89_20251023_020540.jpg,
ThesisMP4TEST5_f000767_0_c88_20251023_020540.jpg,
ThesisMP4TEST5_f000768_0_c89_20251023_020541.jpg,
ThesisMP4TEST5_f000769_0_c90_20251023_020541.jpg,
ThesisMP4TEST5_f000770_0_c90_20251023_020541.jpg,
ThesisMP4TEST5_f000771_0_c89_20251023_020541.jpg,
ThesisMP4TEST5_f000772_0_c89_20251023_020541.jpg,
ThesisMP4TEST5_f000773_0_c89_20251023_020541.jpg,
ThesisMP4TEST5_f000774_0_c90_20251023_020541.jpg,
ThesisMP4TEST5_f000775_0_c90_20251023_020541.jpg,
ThesisMP4TEST5_f000776_0_c90_20251023_020541.jpg,
ThesisMP4TEST5_f000777_0_c91_20251023_020541.jpg,
ThesisMP4TEST5_f000778_0_c91_20251023_020541.jpg,
ThesisMP4TEST5_f000779_0_c91_20251023_020541.jpg,
ThesisMP4TEST5_f000780_0_c91_20251023_020542.jpg,
ThesisMP4TEST5_f000781_0_c92_20251023_020542.jpg,
ThesisMP4TEST5_f000782_0_c92_20251023_020542.jpg,
ThesisMP4TEST5_f000783_0_c91_20251023_020542.jpg,
ThesisMP4TEST5_f000784_0_c90_20251023_020542.jpg,
ThesisMP4TEST5_f000785_1_c89_20251023_020542.jpg,
ThesisMP4TEST5_f000786_0_c90_20251023_020542.jpg,
ThesisMP4TEST5_f000787_0_c90_20251023_020542.jpg,
ThesisMP4TEST5_f000788_0_c92_20251023_020542.jpg,
ThesisMP4TEST5_f000789_0_c92_20251023_020542.jpg,
ThesisMP4TEST5_f000790_0_c93_20251023_020542.jpg,
ThesisMP4TEST5_f000791_0_c93_20251023_020542.jpg,
ThesisMP4TEST5_f000792_0_c93_20251023_020543.jpg,
ThesisMP4TEST5_f000793_0_c93_20251023_020543.jpg,
ThesisMP4TEST5_f000794_0_c93_20251023_020543.jpg,
ThesisMP4TEST5_f000795_0_c93_20251023_020543.jpg,
ThesisMP4TEST5_f000796_0_c93_20251023_020543.jpg,
ThesisMP4TEST5_f000797_0_c92_20251023_020543.jpg,
ThesisMP4TEST5_f000798_0_c92_20251023_020543.jpg,
ThesisMP4TEST5_f000799_0_c90_20251023_020543.jpg,
ThesisMP4TEST5_f000800_1_c89_20251023_020543.jpg,
ThesisMP4TEST5_f000801_1_c89_20251023_020543.jpg,
ThesisMP4TEST5_f000802_1_c89_20251023_020543.jpg,
ThesisMP4TEST5_f000803_1_c89_20251023_020544.jpg,
ThesisMP4TEST5_f000804_1_c89_20251023_020544.jpg,
ThesisMP4TEST5_f000805_0_c89_20251023_020544.jpg,
ThesisMP4TEST5_f000806_0_c89_20251023_020544.jpg,
ThesisMP4TEST5_f000807_0_c89_20251023_020544.jpg,
ThesisMP4TEST5_f000808_0_c89_20251023_020544.jpg,
ThesisMP4TEST5_f000809_0_c89_20251023_020544.jpg,
ThesisMP4TEST5_f000810_0_c90_20251023_020544.jpg,
ThesisMP4TEST5_f000811_0_c91_20251023_020544.jpg,
ThesisMP4TEST5_f000812_0_c91_20251023_020544.jpg,
ThesisMP4TEST5_f000813_0_c91_20251023_020544.jpg,
ThesisMP4TEST5_f000814_0_c91_20251023_020544.jpg,
ThesisMP4TEST5_f000817_0_c90_20251023_020545.jpg,
ThesisMP4TEST5_f000818_0_c91_20251023_020545.jpg,
ThesisMP4TEST5_f000829_0_c89_20251023_020547.jpg,
ThesisMP4TEST5_f000830_0_c89_20251023_020547.jpg,
ThesisMP4TEST5_f000831_0_c89_20251023_020547.jpg,
ThesisMP4TEST5_f000832_0_c88_20251023_020547.jpg,
ThesisMP4TEST5_f000833_0_c88_20251023_020547.jpg,
ThesisMP4TEST5_f000834_0_c89_20251023_020547.jpg,
ThesisMP4TEST5_f000835_0_c89_20251023_020547.jpg,
ThesisMP4TEST5_f000836_0_c89_20251023_020547.jpg,
ThesisMP4TEST5_f000837_0_c88_20251023_020547.jpg,
ThesisMP4TEST5_f000838_0_c89_20251023_020547.jpg,
ThesisMP4TEST5_f000839_0_c89_20251023_020547.jpg,
ThesisMP4TEST5_f000840_0_c89_20251023_020547.jpg,
ThesisMP4TEST5_f000841_0_c89_20251023_020548.jpg,
ThesisMP4TEST5_f000842_0_c90_20251023_020548.jpg,
ThesisMP4TEST5_f000843_0_c90_20251023_020548.jpg,
ThesisMP4TEST5_f000844_0_c92_20251023_020548.jpg,
ThesisMP4TEST5_f000845_0_c92_20251023_020548.jpg,
ThesisMP4TEST5_f000846_0_c90_20251023_020548.jpg,
ThesisMP4TEST5_f000847_0_c89_20251023_020548.jpg,
ThesisMP4TEST5_f000848_0_c90_20251023_020548.jpg,
ThesisMP4TEST5_f000849_0_c87_20251023_020548.jpg,
ThesisMP4TEST5_f000850_0_c89_20251023_020548.jpg,
ThesisMP4TEST5_f000851_0_c90_20251023_020548.jpg,
ThesisMP4TEST5_f000852_0_c91_20251023_020549.jpg,
ThesisMP4TEST5_f000853_0_c91_20251023_020549.jpg,
ThesisMP4TEST5_f000854_0_c91_20251023_020549.jpg,
ThesisMP4TEST5_f000855_0_c90_20251023_020549.jpg,
ThesisMP4TEST5_f000856_0_c91_20251023_020549.jpg,
ThesisMP4TEST5_f000857_0_c91_20251023_020549.jpg,
ThesisMP4TEST5_f000858_0_c92_20251023_020549.jpg,
ThesisMP4TEST5_f000859_0_c90_20251023_020549.jpg,
ThesisMP4TEST5_f000860_0_c90_20251023_020549.jpg,
ThesisMP4TEST5_f000861_0_c91_20251023_020549.jpg,
ThesisMP4TEST5_f000862_0_c92_20251023_020549.jpg,
ThesisMP4TEST5_f000863_0_c92_20251023_020550.jpg,
ThesisMP4TEST5_f000864_0_c92_20251023_020550.jpg,
ThesisMP4TEST5_f000865_0_c92_20251023_020550.jpg,
ThesisMP4TEST5_f000866_0_c91_20251023_020550.jpg,
ThesisMP4TEST5_f000867_0_c91_20251023_020550.jpg,
ThesisMP4TEST5_f000868_0_c88_20251023_020550.jpg,
ThesisMP4TEST5_f000869_0_c90_20251023_020550.jpg,
ThesisMP4TEST5_f000870_0_c89_20251023_020550.jpg,
ThesisMP4TEST5_f000871_0_c89_20251023_020550.jpg,
ThesisMP4TEST5_f000872_0_c89_20251023_020550.jpg,
ThesisMP4TEST5_f000873_0_c89_20251023_020550.jpg,
ThesisMP4TEST5_f000874_0_c90_20251023_020550.jpg,
ThesisMP4TEST5_f000875_0_c93_20251023_020551.jpg,
ThesisMP4TEST5_f000876_0_c93_20251023_020551.jpg,
ThesisMP4TEST5_f000877_0_c93_20251023_020551.jpg,
ThesisMP4TEST5_f000878_0_c92_20251023_020551.jpg,
ThesisMP4TEST5_f000879_0_c92_20251023_020551.jpg,
ThesisMP4TEST5_f000880_0_c90_20251023_020551.jpg,
ThesisMP4TEST5_f000881_0_c91_20251023_020551.jpg,
ThesisMP4TEST5_f000882_0_c91_20251023_020551.jpg,
ThesisMP4TEST5_f000883_0_c91_20251023_020551.jpg,
ThesisMP4TEST5_f000884_0_c91_20251023_020551.jpg,
ThesisMP4TEST5_f000885_0_c92_20251023_020551.jpg,
ThesisMP4TEST5_f000886_0_c93_20251023_020552.jpg,
ThesisMP4TEST5_f000887_0_c93_20251023_020552.jpg,
ThesisMP4TEST5_f000888_0_c93_20251023_020552.jpg,
ThesisMP4TEST5_f000889_0_c93_20251023_020552.jpg,
ThesisMP4TEST5_f000891_0_c92_20251023_020552.jpg,
ThesisMP4TEST5_f000892_1_c90_20251023_020552.jpg,
ThesisMP4TEST5_f000895_1_c88_20251023_020553.jpg,
ThesisMP4TEST5_f000898_2_c89_20251023_020553.jpg,
ThesisMP4TEST5_f000901_1_c88_20251023_020554.jpg,
ThesisMP4TEST5_f000902_1_c87_20251023_020554.jpg,
ThesisMP4TEST5_f000903_2_c86_20251023_020554.jpg,
ThesisMP4TEST5_f000904_3_c82_20251023_020554.jpg,
ThesisMP4TEST5_f000905_0_c92_20251023_020554.jpg,
ThesisMP4TEST5_f000906_6_c37_20251023_020555.jpg,
ThesisMP4TEST5_f000907_4_c78_20251023_020555.jpg,
ThesisMP4TEST5_f000908_3_c80_20251023_020555.jpg,
ThesisMP4TEST5_f000909_3_c80_20251023_020555.jpg,
ThesisMP4TEST5_f000916_2_c86_20251023_020556.jpg,
ThesisMP4TEST5_f000917_2_c86_20251023_020556.jpg,
ThesisMP4TEST5_f000919_2_c84_20251023_020557.jpg,
ThesisMP4TEST5_f000924_1_c85_20251023_020557.jpg,
ThesisMP4TEST5_f000928_1_c82_20251023_020557.jpg,
dean (1).jpg,dean
dean (10).jpg,dean
dean (11).jpg,dean
dean (12).jpg,dean
dean (13).jpg,dean
dean (14).jpg,dean
dean (15).jpg,dean
dean (16).jpg,dean
dean (17).jpg,dean
dean (18).jpg,dean
dean (19).jpg,dean
dean (2).jpg,dean
dean (20).jpg,dean
dean (21).jpg,dean
dean (22).jpg,dean
dean (23).jpg,dean
dean (24).jpg,dean
dean (25).jpg,dean
dean (26).jpg,dean
dean (27).jpg,dean
dean (28).jpg,dean
dean (29).jpg,dean
dean (3).jpg,dean
dean (30).jpg,dean
dean (31).jpg,dean
dean (32).jpg,dean
dean (33).jpg,dean
dean (34).jpg,dean
dean (35).jpg,dean
dean (36).jpg,dean
dean (37).jpg,dean
dean (38).jpg,dean
dean (39).jpg,dean
dean (4).jpg,dean
dean (40).jpg,dean
dean (41).jpg,dean
dean (42).jpg,dean
dean (43).jpg,dean
dean (44).jpg,dean
dean (45).jpg,dean
dean (46).jpg,dean
dean (5).jpg,dean
dean (6).jpg,dean
dean (7).jpg,dean
dean (8).jpg,dean
dean (9).jpg,dean
myke (1).jpg,myke
myke (10).jpg,myke
myke (100).jpg,myke
myke (101).jpg,myke
myke (102).jpg,myke
myke (103).jpg,myke
myke (104).jpg,myke
myke (105).jpg,myke
myke (106).jpg,myke
myke (107).jpg,myke
myke (108).jpg,myke
myke (109).jpg,myke
myke (11).jpg,myke
myke (110).jpg,myke
myke (111).jpg,myke
myke (112).jpg,myke
myke (113).jpg,myke
myke (114).jpg,myke
myke (115).jpg,myke
myke (116).jpg,myke
myke (117).jpg,myke
myke (118).jpg,myke
myke (119).jpg,myke
myke (12).jpg,myke
myke (120).jpg,myke
myke (121).jpg,myke
myke (122).jpg,myke
myke (123).jpg,myke
myke (124).jpg,myke
myke (13).jpg,myke
myke (14).jpg,myke
myke (15).jpg,myke
myke (16).jpg,myke
myke (17).jpg,myke
myke (18).jpg,myke
myke (19).jpg,myke
myke (2).jpg,myke
myke (20).jpg,myke
myke (21).jpg,myke
myke (22).jpg,myke
myke (23).jpg,myke
myke (24).jpg,myke
myke (25).jpg,myke
myke (26).jpg,myke
myke (27).jpg,myke
myke (28).jpg,myke
myke (29).jpg,myke
myke (3).jpg,myke
myke (30).jpg,myke
myke (31).jpg,myke
myke (32).jpg,myke
myke (33).jpg,myke
myke (34).jpg,myke
myke (35).jpg,myke
myke (36).jpg,myke
myke (37).jpg,myke
myke (38).jpg,myke
myke (39).jpg,myke
myke (4).jpg,myke
myke (40).jpg,myke
myke (41).jpg,myke
myke (42).jpg,myke
myke (43).jpg,myke
myke (44).jpg,myke
myke (45).jpg,myke
myke (46).jpg,myke
myke (47).jpg,myke
myke (48).jpg,myke
myke (49).jpg,myke
myke (5).jpg,myke
myke (50).jpg,myke
myke (51).jpg,myke
myke (52).jpg,myke
myke (53).jpg,myke
myke (54).jpg,myke
myke (55).jpg,myke
myke (56).jpg,myke
myke (57).jpg,myke
myke (58).jpg,myke
myke (59).jpg,myke
myke (6).jpg,myke
myke (60).jpg,myke
myke (61).jpg,myke
myke (62).jpg,myke
myke (63).jpg,myke
myke (64).jpg,myke
myke (65).jpg,myke
myke (66).jpg,myke
myke (67).jpg,myke
myke (68).jpg,myke
myke (69).jpg,myke
myke (7).jpg,myke
myke (70).jpg,myke
myke (71).jpg,myke
myke (72).jpg,myke
myke (73).jpg,myke
myke (74).jpg,myke
myke (75).jpg,myke
myke (76).jpg,myke
myke (77).jpg,myke
myke (78).jpg,myke
myke (79).jpg,myke
myke (8).jpg,myke
myke (80).jpg,myke
myke (81).jpg,myke
myke (82).jpg,myke
myke (83).jpg,myke
myke (84).jpg,myke
myke (85).jpg,myke
myke (86).jpg,myke
myke (87).jpg,myke
myke (88).jpg,myke
myke (89).jpg,myke
myke (9).jpg,myke
myke (90).jpg,myke
myke (91).jpg,myke
myke (92).jpg,myke
myke (93).jpg,myke
myke (94).jpg,myke
myke (95).jpg,myke
myke (96).jpg,myke
myke (97).jpg,myke
myke (98).jpg,myke
myke (99).jpg,myke
