file,model,status,predicted,confidence,time,ground_truth,error
dean (21).jpg,ArcFace,ok,Jude,0.6928131912420035,0.20464324951171875,dean,
dean (2).jpg,FaceNet,ok,Unknown,0.0,0.5396771430969238,dean,[]
dean (2).jpg,ArcFace,ok,Jude,0.6628348427821313,0.4428398609161377,dean,
dean (22).jpg,FaceNet,ok,Unknown,0.0,0.34941554069519043,dean,[]
dean (22).jpg,ArcFace,ok,Jude,0.6917039456482469,0.32929253578186035,dean,
dean (24).jpg,FaceNet,ok,Unknown,0.0,0.17912721633911133,dean,[]
dean (24).jpg,ArcFace,ok,Jude,0.7581460157953271,0.24396133422851562,dean,
dean (26).jpg,FaceNet,ok,Unknown,0.0,0.262526273727417,dean,[]
dean (26).jpg,ArcFace,ok,Jude,0.8568964017560878,0.20546483993530273,dean,
dean (23).jpg,FaceNet,ok,Unknown,0.0,0.5650851726531982,dean,[]
dean (23).jpg,ArcFace,ok,Jude,0.7898000451507718,0.4290030002593994,dean,
dean (25).jpg,FaceNet,ok,Unknown,0.0,0.4928402900695801,dean,[]
dean (25).jpg,ArcFace,ok,Jude,0.8078187087889492,0.41849493980407715,dean,
dean (27).jpg,FaceNet,ok,Unknown,0.0,0.4244053363800049,dean,[]
dean (27).jpg,ArcFace,ok,Jude,0.8317067077977395,0.3825688362121582,dean,
dean (28).jpg,FaceNet,ok,Unknown,0.0,0.45505595207214355,dean,[]
dean (28).jpg,ArcFace,ok,Unknown,0.0,0.32767772674560547,dean,
dean (29).jpg,FaceNet,ok,Unknown,0.0,0.5238275527954102,dean,[]
dean (29).jpg,ArcFace,ok,Unknown,0.0,0.2749910354614258,dean,
dean (3).jpg,FaceNet,ok,Unknown,0.0,0.5022294521331787,dean,[]
dean (3).jpg,ArcFace,ok,Jude,0.7775096146235646,0.36956262588500977,dean,
dean (30).jpg,FaceNet,ok,dean,0.7178986891611832,0.3927910327911377,dean,[]
dean (30).jpg,ArcFace,ok,Jude,0.7612101733519594,0.3390767574310303,dean,
dean (31).jpg,FaceNet,ok,dean,0.8078008664593306,0.3084115982055664,dean,[]
dean (31).jpg,ArcFace,ok,Unknown,0.0,0.2452230453491211,dean,
dean (32).jpg,FaceNet,ok,Unknown,0.0,0.3683488368988037,dean,[]
dean (32).jpg,ArcFace,ok,Unknown,0.0,0.19549131393432617,dean,
dean (33).jpg,FaceNet,ok,Unknown,0.0,0.3752443790435791,dean,[]
dean (33).jpg,ArcFace,ok,Unknown,0.0,0.3061981201171875,dean,
dean (34).jpg,FaceNet,ok,dean,0.8543365119742553,0.3121023178100586,dean,[]
dean (34).jpg,ArcFace,ok,Unknown,0.0,0.29669618606567383,dean,
dean (35).jpg,FaceNet,ok,Unknown,0.0,0.31445980072021484,dean,[]
dean (35).jpg,ArcFace,ok,Unknown,0.0,0.2597391605377197,dean,
dean (36).jpg,FaceNet,ok,dean,0.8709915786307044,0.4128286838531494,dean,[]
dean (36).jpg,ArcFace,ok,Unknown,0.0,0.23295235633850098,dean,
dean (37).jpg,FaceNet,ok,dean,0.8141546862694388,0.36305904388427734,dean,[]
dean (37).jpg,ArcFace,ok,Unknown,0.0,0.13611197471618652,dean,
dean (38).jpg,FaceNet,ok,dean,0.8716551205083423,0.33246350288391113,dean,[]
dean (38).jpg,ArcFace,ok,Jude,0.8313044095930668,0.31984925270080566,dean,
dean (39).jpg,FaceNet,ok,dean,0.8386467977213427,0.40477466583251953,dean,[]
dean (39).jpg,ArcFace,ok,Unknown,0.0,0.20483183860778809,dean,
dean (4).jpg,FaceNet,ok,Unknown,0.0,0.3345456123352051,dean,[]
dean (4).jpg,ArcFace,ok,Jude,0.7283610250647267,0.4598236083984375,dean,
dean (40).jpg,FaceNet,ok,dean,0.847126331807994,0.43517374992370605,dean,[]
dean (40).jpg,ArcFace,ok,Unknown,0.0,0.2665121555328369,dean,
dean (42).jpg,FaceNet,ok,dean,0.8631013311288005,0.46343111991882324,dean,[]
dean (42).jpg,ArcFace,ok,Unknown,0.0,0.03775382041931152,dean,
dean (41).jpg,FaceNet,ok,dean,0.8695937953906382,0.47321414947509766,dean,[]
dean (41).jpg,ArcFace,ok,Unknown,0.0,0.1687617301940918,dean,
dean (43).jpg,FaceNet,ok,dean,0.8952208095120305,0.33286547660827637,dean,[]
dean (43).jpg,ArcFace,ok,Unknown,0.0,0.20664095878601074,dean,
dean (44).jpg,FaceNet,ok,dean,0.8894220944379321,0.3337414264678955,dean,[]
dean (44).jpg,ArcFace,ok,Unknown,0.0,0.24575066566467285,dean,
dean (46).jpg,FaceNet,ok,Unknown,0.0,0.2978823184967041,dean,[]
dean (46).jpg,ArcFace,ok,Unknown,0.0,0.17064142227172852,dean,
dean (45).jpg,FaceNet,ok,dean,0.8799755642123426,0.30315423011779785,dean,[]
dean (45).jpg,ArcFace,ok,Unknown,0.0,0.22240352630615234,dean,
dean (5).jpg,FaceNet,ok,Unknown,0.0,0.3133678436279297,dean,[]
dean (5).jpg,ArcFace,ok,Jude,0.721658712603864,0.3202180862426758,dean,
dean (8).jpg,FaceNet,ok,Unknown,0.0,0.278303861618042,dean,[]
dean (8).jpg,ArcFace,ok,Jude,0.8456420117076738,0.34529900550842285,dean,
dean (6).jpg,FaceNet,ok,Unknown,0.0,0.47382569313049316,dean,[]
dean (6).jpg,ArcFace,ok,Jude,0.7657073812963988,0.4290742874145508,dean,
dean (7).jpg,FaceNet,ok,Unknown,0.0,0.5080792903900146,dean,[]
dean (7).jpg,ArcFace,ok,Jude,0.7754965793636631,0.4053664207458496,dean,
myke (1).jpg,FaceNet,ok,Unknown,0.0,0.39882516860961914,myke,[]
myke (1).jpg,ArcFace,ok,Unknown,0.0,0.2333989143371582,myke,
dean (9).jpg,FaceNet,ok,Unknown,0.0,0.481173038482666,dean,[]
dean (9).jpg,ArcFace,ok,Jude,0.7967171610681079,0.3324437141418457,dean,
myke (100).jpg,FaceNet,ok,Unknown,0.0,0.305452823638916,myke,[]
myke (100).jpg,ArcFace,ok,Unknown,0.0,0.3366401195526123,myke,
myke (10).jpg,FaceNet,ok,Unknown,0.0,0.459683895111084,myke,[]
myke (10).jpg,ArcFace,ok,Jude,0.8405130096415392,0.415910005569458,myke,
myke (101).jpg,FaceNet,ok,Unknown,0.0,0.346879243850708,myke,[]
myke (101).jpg,ArcFace,ok,Unknown,0.0,0.20569491386413574,myke,
myke (102).jpg,FaceNet,ok,Unknown,0.0,0.4496033191680908,myke,[]
myke (102).jpg,ArcFace,ok,Unknown,0.0,0.24432778358459473,myke,
myke (103).jpg,FaceNet,ok,Unknown,0.0,0.34975719451904297,myke,[]
myke (103).jpg,ArcFace,ok,Unknown,0.0,0.2067720890045166,myke,
myke (104).jpg,FaceNet,ok,Unknown,0.0,0.2969930171966553,myke,[]
myke (104).jpg,ArcFace,ok,Unknown,0.0,0.21745634078979492,myke,
myke (105).jpg,FaceNet,ok,Unknown,0.0,0.3330237865447998,myke,[]
myke (105).jpg,ArcFace,ok,Unknown,0.0,0.20470190048217773,myke,
myke (108).jpg,FaceNet,ok,Unknown,0.0,0.20123004913330078,myke,[]
myke (108).jpg,ArcFace,ok,Unknown,0.0,0.11531615257263184,myke,
myke (107).jpg,FaceNet,ok,Unknown,0.0,0.31866884231567383,myke,[]
myke (107).jpg,ArcFace,ok,Unknown,0.0,0.28347015380859375,myke,
myke (106).jpg,FaceNet,ok,Unknown,0.0,0.3819406032562256,myke,[]
myke (106).jpg,ArcFace,ok,Unknown,0.0,0.3368995189666748,myke,
myke (109).jpg,FaceNet,ok,Unknown,0.0,0.1919255256652832,myke,[]
myke (109).jpg,ArcFace,ok,Unknown,0.0,0.28436779975891113,myke,
myke (110).jpg,FaceNet,ok,Unknown,0.0,0.16103196144104004,myke,[]
myke (110).jpg,ArcFace,ok,Unknown,0.0,0.18593597412109375,myke,
myke (112).jpg,FaceNet,ok,Unknown,0.0,0.2216198444366455,myke,[]
myke (112).jpg,ArcFace,ok,Unknown,0.0,0.0972602367401123,myke,
myke (11).jpg,FaceNet,ok,Unknown,0.0,0.37963390350341797,myke,[]
myke (11).jpg,ArcFace,ok,Jude,0.871994570304375,0.3129847049713135,myke,
myke (111).jpg,FaceNet,ok,Unknown,0.0,0.3103022575378418,myke,[]
myke (111).jpg,ArcFace,ok,Unknown,0.0,0.22847294807434082,myke,
myke (113).jpg,FaceNet,ok,Unknown,0.0,0.3344144821166992,myke,[]
myke (113).jpg,ArcFace,ok,Unknown,0.0,0.23538661003112793,myke,
myke (114).jpg,FaceNet,ok,Unknown,0.0,0.4001805782318115,myke,[]
myke (114).jpg,ArcFace,ok,Unknown,0.0,0.3571505546569824,myke,
myke (115).jpg,FaceNet,ok,Unknown,0.0,0.3231925964355469,myke,[]
myke (115).jpg,ArcFace,ok,Unknown,0.0,0.3875854015350342,myke,
myke (116).jpg,FaceNet,ok,Unknown,0.0,0.3825795650482178,myke,[]
myke (116).jpg,ArcFace,ok,Unknown,0.0,0.3128972053527832,myke,
myke (118).jpg,FaceNet,ok,Unknown,0.0,0.19915366172790527,myke,[]
myke (118).jpg,ArcFace,ok,Unknown,0.0,0.09100151062011719,myke,
myke (119).jpg,FaceNet,ok,Unknown,0.0,0.18338775634765625,myke,[]
myke (119).jpg,ArcFace,ok,Unknown,0.0,0.05514669418334961,myke,
myke (117).jpg,FaceNet,ok,Unknown,0.0,0.4223592281341553,myke,[]
myke (117).jpg,ArcFace,ok,Unknown,0.0,0.2277369499206543,myke,
myke (120).jpg,FaceNet,ok,Unknown,0.0,0.3001289367675781,myke,[]
myke (120).jpg,ArcFace,ok,Unknown,0.0,0.21522736549377441,myke,
myke (121).jpg,FaceNet,ok,Unknown,0.0,0.33193325996398926,myke,[]
myke (121).jpg,ArcFace,ok,Unknown,0.0,0.20259976387023926,myke,
myke (122).jpg,FaceNet,ok,Unknown,0.0,0.32546305656433105,myke,[]
myke (122).jpg,ArcFace,ok,Unknown,0.0,0.22314095497131348,myke,
myke (12).jpg,FaceNet,ok,Unknown,0.0,0.46643757820129395,myke,[]
myke (12).jpg,ArcFace,ok,Jude,0.9130487616042253,0.44471120834350586,myke,
myke (124).jpg,FaceNet,ok,Unknown,0.0,0.36678624153137207,myke,[]
myke (124).jpg,ArcFace,ok,Unknown,0.0,0.2141115665435791,myke,
myke (123).jpg,FaceNet,ok,Unknown,0.0,0.4133017063140869,myke,[]
myke (123).jpg,ArcFace,ok,Unknown,0.0,0.22829365730285645,myke,
myke (14).jpg,FaceNet,ok,Unknown,0.0,0.43536996841430664,myke,[]
myke (14).jpg,ArcFace,ok,Jude,0.8589688559125939,0.3229808807373047,myke,
myke (13).jpg,FaceNet,ok,Unknown,0.0,0.5650255680084229,myke,[]
myke (13).jpg,ArcFace,ok,Jude,0.8987659352181022,0.38879990577697754,myke,
myke (16).jpg,FaceNet,ok,Unknown,0.0,0.25219249725341797,myke,[]
myke (16).jpg,ArcFace,ok,Jude,0.7477308748499961,0.4207162857055664,myke,
myke (15).jpg,FaceNet,ok,Unknown,0.0,0.5268971920013428,myke,[]
myke (15).jpg,ArcFace,ok,Jude,0.8383509357258612,0.4349067211151123,myke,
myke (2).jpg,FaceNet,ok,Unknown,0.0,0.20329856872558594,myke,[]
myke (2).jpg,ArcFace,ok,Unknown,0.0,0.06573700904846191,myke,
myke (17).jpg,FaceNet,ok,Unknown,0.0,0.5553979873657227,myke,[]
myke (17).jpg,ArcFace,ok,Jude,0.8230698468974674,0.39330172538757324,myke,
myke (18).jpg,FaceNet,ok,Unknown,0.0,0.4750692844390869,myke,[]
myke (18).jpg,ArcFace,ok,Jude,0.8813225573323151,0.40381741523742676,myke,
myke (19).jpg,FaceNet,ok,Unknown,0.0,0.44513678550720215,myke,[]
myke (19).jpg,ArcFace,ok,Jude,0.916422988082523,0.5552525520324707,myke,
myke (21).jpg,FaceNet,ok,Unknown,0.0,0.6052465438842773,myke,[]
myke (21).jpg,ArcFace,ok,Jude,0.8936832305415034,0.5058488845825195,myke,
myke (20).jpg,FaceNet,ok,Unknown,0.0,0.6421308517456055,myke,[]
myke (20).jpg,ArcFace,ok,Jude,0.8833489269846964,0.5138165950775146,myke,
myke (22).jpg,FaceNet,ok,Unknown,0.0,0.6620323657989502,myke,[]
myke (22).jpg,ArcFace,ok,Jude,0.8338569551778985,0.4259166717529297,myke,
myke (23).jpg,FaceNet,ok,Unknown,0.0,0.6912550926208496,myke,[]
myke (23).jpg,ArcFace,ok,Jude,0.8215515191035997,0.41953372955322266,myke,
myke (24).jpg,FaceNet,ok,Unknown,0.0,0.47798728942871094,myke,[]
myke (24).jpg,ArcFace,ok,Jude,0.8446312523245237,0.38431739807128906,myke,
myke (25).jpg,FaceNet,ok,Unknown,0.0,0.44341468811035156,myke,[]
myke (25).jpg,ArcFace,ok,Jude,0.8663217570964676,0.4944744110107422,myke,
myke (26).jpg,FaceNet,ok,Unknown,0.0,0.5369274616241455,myke,[]
myke (26).jpg,ArcFace,ok,Jude,0.8908044256526298,0.5078186988830566,myke,
myke (27).jpg,FaceNet,ok,Unknown,0.0,0.6099495887756348,myke,[]
myke (27).jpg,ArcFace,ok,Jude,0.8703860743101184,0.3916637897491455,myke,
myke (29).jpg,FaceNet,ok,Unknown,0.0,0.3804035186767578,myke,[]
myke (29).jpg,ArcFace,ok,Jude,0.783682610171078,0.27262449264526367,myke,
myke (3).jpg,FaceNet,ok,Unknown,0.0,0.2695894241333008,myke,[]
myke (3).jpg,ArcFace,ok,Unknown,0.0,0.27024126052856445,myke,
myke (28).jpg,FaceNet,ok,Unknown,0.0,0.5095703601837158,myke,[]
myke (28).jpg,ArcFace,ok,Jude,0.8714296321371501,0.3946211338043213,myke,
myke (30).jpg,FaceNet,ok,Unknown,0.0,0.3188931941986084,myke,[]
myke (30).jpg,ArcFace,ok,Jude,0.8647035431078409,0.2009580135345459,myke,
myke (32).jpg,FaceNet,ok,Unknown,0.0,0.4059128761291504,myke,[]
myke (32).jpg,ArcFace,ok,Unknown,0.0,0.1546475887298584,myke,
myke (31).jpg,FaceNet,ok,Unknown,0.0,0.44103312492370605,myke,[]
myke (31).jpg,ArcFace,ok,Jude,0.8977596878264607,0.30576539039611816,myke,
myke (33).jpg,FaceNet,ok,Unknown,0.0,0.3798694610595703,myke,[]
myke (33).jpg,ArcFace,ok,Jude,0.7228510675662503,0.29851222038269043,myke,
myke (34).jpg,FaceNet,ok,Unknown,0.0,0.2623577117919922,myke,[]
myke (34).jpg,ArcFace,ok,Jude,0.8151249298852101,0.28879404067993164,myke,
myke (35).jpg,FaceNet,ok,Unknown,0.0,0.36737871170043945,myke,[]
myke (35).jpg,ArcFace,ok,Jude,0.873831692718581,0.36533474922180176,myke,
myke (36).jpg,FaceNet,ok,Unknown,0.0,0.40816283226013184,myke,[]
myke (36).jpg,ArcFace,ok,Jude,0.8981854435578901,0.45053958892822266,myke,
myke (37).jpg,FaceNet,ok,Unknown,0.0,0.25269508361816406,myke,[]
myke (37).jpg,ArcFace,ok,Jude,0.8676123271349815,0.5251188278198242,myke,
myke (38).jpg,FaceNet,ok,Unknown,0.0,0.31047582626342773,myke,[]
myke (38).jpg,ArcFace,ok,Jude,0.8900930837371569,0.4669637680053711,myke,
myke (39).jpg,FaceNet,ok,Unknown,0.0,0.371654748916626,myke,[]
myke (39).jpg,ArcFace,ok,Jude,0.8912728653413301,0.3892092704772949,myke,
myke (41).jpg,FaceNet,ok,Unknown,0.0,0.17069578170776367,myke,[]
myke (41).jpg,ArcFace,ok,Jude,0.6073149358773196,0.24444913864135742,myke,
myke (4).jpg,FaceNet,ok,Unknown,0.0,0.3095242977142334,myke,[]
myke (4).jpg,ArcFace,ok,Unknown,0.0,0.23195433616638184,myke,
myke (40).jpg,FaceNet,ok,Unknown,0.0,0.25037527084350586,myke,[]
myke (40).jpg,ArcFace,ok,Jude,0.8126886687779057,0.37048864364624023,myke,
myke (42).jpg,FaceNet,ok,Unknown,0.0,0.3069443702697754,myke,[]
myke (42).jpg,ArcFace,ok,Unknown,0.0,0.35030603408813477,myke,
myke (44).jpg,FaceNet,ok,Unknown,0.0,0.6052939891815186,myke,[]
myke (44).jpg,ArcFace,ok,Jude,0.9050089634787623,0.31713390350341797,myke,
myke (43).jpg,FaceNet,ok,Unknown,0.0,0.6787815093994141,myke,[]
myke (43).jpg,ArcFace,ok,Unknown,0.0,0.30953431129455566,myke,
myke (46).jpg,FaceNet,ok,Unknown,0.0,0.26163744926452637,myke,[]
myke (46).jpg,ArcFace,ok,Unknown,0.0,0.11443495750427246,myke,
myke (45).jpg,FaceNet,ok,Unknown,0.0,0.19932174682617188,myke,[]
myke (45).jpg,ArcFace,ok,Unknown,0.0,0.6787891387939453,myke,
myke (48).jpg,FaceNet,ok,Unknown,0.0,0.270251989364624,myke,[]
myke (48).jpg,ArcFace,ok,Unknown,0.0,0.16742610931396484,myke,
myke (49).jpg,FaceNet,ok,Unknown,0.0,0.2753868103027344,myke,[]
myke (49).jpg,ArcFace,ok,Unknown,0.0,0.1932687759399414,myke,
myke (5).jpg,FaceNet,ok,Unknown,0.0,0.2401111125946045,myke,[]
myke (5).jpg,ArcFace,ok,Unknown,0.0,0.23933124542236328,myke,
myke (50).jpg,FaceNet,ok,Unknown,0.0,0.22762823104858398,myke,[]
myke (50).jpg,ArcFace,ok,Unknown,0.0,0.0968027114868164,myke,
myke (51).jpg,FaceNet,ok,Unknown,0.0,0.3771660327911377,myke,[]
myke (51).jpg,ArcFace,ok,Unknown,0.0,0.14500069618225098,myke,
myke (52).jpg,FaceNet,ok,Unknown,0.0,0.37633419036865234,myke,[]
myke (52).jpg,ArcFace,ok,Unknown,0.0,0.2029566764831543,myke,
myke (47).jpg,FaceNet,ok,Unknown,0.0,0.1545724868774414,myke,[]
myke (47).jpg,ArcFace,ok,Unknown,0.0,1.0486011505126953,myke,
myke (53).jpg,FaceNet,ok,Unknown,0.0,0.22423410415649414,myke,[]
myke (53).jpg,ArcFace,ok,Unknown,0.0,0.1899104118347168,myke,
myke (54).jpg,FaceNet,ok,Unknown,0.0,0.2633664608001709,myke,[]
myke (54).jpg,ArcFace,ok,Unknown,0.0,0.1827549934387207,myke,
myke (55).jpg,FaceNet,ok,Unknown,0.0,0.3139498233795166,myke,[]
myke (55).jpg,ArcFace,ok,Unknown,0.0,0.1862010955810547,myke,
myke (58).jpg,FaceNet,ok,Unknown,0.0,0.1992945671081543,myke,[]
myke (58).jpg,ArcFace,ok,Unknown,0.0,0.15692520141601562,myke,
myke (56).jpg,FaceNet,ok,Unknown,0.0,0.31400585174560547,myke,[]
myke (56).jpg,ArcFace,ok,Jude,0.8466190315548219,0.34050989151000977,myke,
myke (57).jpg,FaceNet,ok,Unknown,0.0,0.2985396385192871,myke,[]
myke (57).jpg,ArcFace,ok,Jude,0.8757288637362474,0.34533166885375977,myke,
myke (59).jpg,FaceNet,ok,Unknown,0.0,0.38562965393066406,myke,[]
myke (59).jpg,ArcFace,ok,Unknown,0.0,0.21190857887268066,myke,
myke (6).jpg,FaceNet,ok,Unknown,0.0,0.3160593509674072,myke,[]
myke (6).jpg,ArcFace,ok,Unknown,0.0,0.18338632583618164,myke,
myke (60).jpg,FaceNet,ok,Unknown,0.0,0.2947115898132324,myke,[]
myke (60).jpg,ArcFace,ok,Unknown,0.0,0.23319077491760254,myke,
myke (61).jpg,FaceNet,ok,Unknown,0.0,0.33127665519714355,myke,[]
myke (61).jpg,ArcFace,ok,Unknown,0.0,0.2320234775543213,myke,
myke (62).jpg,FaceNet,ok,myke,0.8192304668088651,0.25320911407470703,myke,[]
myke (62).jpg,ArcFace,ok,Unknown,0.0,0.24251985549926758,myke,
myke (63).jpg,FaceNet,ok,myke,0.8110940817991332,0.2619140148162842,myke,[]
myke (63).jpg,ArcFace,ok,Unknown,0.0,0.1694185733795166,myke,
myke (65).jpg,FaceNet,ok,Unknown,0.0,0.2141256332397461,myke,[]
myke (65).jpg,ArcFace,ok,Unknown,0.0,0.16664600372314453,myke,
myke (64).jpg,FaceNet,ok,Unknown,0.0,0.3090391159057617,myke,[]
myke (64).jpg,ArcFace,ok,Unknown,0.0,0.21289801597595215,myke,
myke (67).jpg,FaceNet,ok,Unknown,0.0,0.28085899353027344,myke,[]
myke (67).jpg,ArcFace,ok,Unknown,0.0,0.08955192565917969,myke,
myke (66).jpg,FaceNet,ok,Unknown,0.0,0.26901960372924805,myke,[]
myke (66).jpg,ArcFace,ok,Unknown,0.0,0.16179347038269043,myke,
myke (68).jpg,FaceNet,ok,Unknown,0.0,0.17211079597473145,myke,[]
myke (68).jpg,ArcFace,ok,Unknown,0.0,0.20813393592834473,myke,
myke (69).jpg,FaceNet,ok,Unknown,0.0,0.33573150634765625,myke,[]
myke (69).jpg,ArcFace,ok,Unknown,0.0,0.16200685501098633,myke,
myke (7).jpg,FaceNet,ok,Unknown,0.0,0.22479867935180664,myke,[]
myke (7).jpg,ArcFace,ok,Jude,0.8615378809457059,0.2004396915435791,myke,
myke (70).jpg,FaceNet,ok,Unknown,0.0,0.1968393325805664,myke,[]
myke (70).jpg,ArcFace,ok,Unknown,0.0,0.25151586532592773,myke,
myke (71).jpg,FaceNet,ok,Unknown,0.0,0.2906789779663086,myke,[]
myke (71).jpg,ArcFace,ok,Unknown,0.0,0.1968543529510498,myke,
myke (72).jpg,FaceNet,ok,Unknown,0.0,0.2483358383178711,myke,[]
myke (72).jpg,ArcFace,ok,Unknown,0.0,0.14296817779541016,myke,
myke (76).jpg,FaceNet,ok,Unknown,0.0,0.13068461418151855,myke,[]
myke (76).jpg,ArcFace,ok,Unknown,0.0,0.052417755126953125,myke,
myke (73).jpg,FaceNet,ok,Unknown,0.0,0.2376694679260254,myke,[]
myke (73).jpg,ArcFace,ok,Jude,0.8562764789065738,0.21971869468688965,myke,
myke (74).jpg,FaceNet,ok,Unknown,0.0,0.32323670387268066,myke,[]
myke (74).jpg,ArcFace,ok,Jude,0.9256154127795442,0.367006778717041,myke,
myke (78).jpg,FaceNet,ok,Unknown,0.0,0.31032896041870117,myke,[]
myke (78).jpg,ArcFace,ok,Unknown,0.0,0.1526501178741455,myke,
myke (75).jpg,FaceNet,ok,Unknown,0.0,0.08083510398864746,myke,[]
myke (75).jpg,ArcFace,ok,Unknown,0.0,0.8128576278686523,myke,
myke (77).jpg,FaceNet,ok,Unknown,0.0,0.43709611892700195,myke,[]
myke (77).jpg,ArcFace,ok,Unknown,0.0,0.2171938419342041,myke,
myke (79).jpg,FaceNet,ok,Unknown,0.0,0.25107717514038086,myke,[]
myke (79).jpg,ArcFace,ok,Unknown,0.0,0.18108129501342773,myke,
myke (80).jpg,FaceNet,ok,Unknown,0.0,0.11717748641967773,myke,[]
myke (80).jpg,ArcFace,ok,Unknown,0.0,0.04812288284301758,myke,
myke (83).jpg,FaceNet,ok,Unknown,0.0,0.1559433937072754,myke,[]
myke (83).jpg,ArcFace,ok,Unknown,0.0,0.06740808486938477,myke,
myke (81).jpg,FaceNet,ok,Unknown,0.0,0.16716790199279785,myke,[]
myke (81).jpg,ArcFace,ok,Unknown,0.0,0.15621662139892578,myke,
myke (8).jpg,FaceNet,ok,Unknown,0.0,0.30866003036499023,myke,[]
myke (8).jpg,ArcFace,ok,Jude,0.8855442310074614,0.30316901206970215,myke,
myke (82).jpg,FaceNet,ok,Unknown,0.0,0.25353574752807617,myke,[]
myke (82).jpg,ArcFace,ok,Unknown,0.0,0.15316987037658691,myke,
myke (84).jpg,FaceNet,ok,Unknown,0.0,0.18270587921142578,myke,[]
myke (84).jpg,ArcFace,ok,Unknown,0.0,0.08948731422424316,myke,
myke (86).jpg,FaceNet,ok,Unknown,0.0,0.2781071662902832,myke,[]
myke (86).jpg,ArcFace,ok,Unknown,0.0,0.1027829647064209,myke,
myke (87).jpg,FaceNet,ok,Unknown,0.0,0.26305246353149414,myke,[]
myke (87).jpg,ArcFace,ok,Unknown,0.0,0.14379549026489258,myke,
myke (85).jpg,FaceNet,ok,Unknown,0.0,0.40518808364868164,myke,[]
myke (85).jpg,ArcFace,ok,Unknown,0.0,0.18436098098754883,myke,
myke (88).jpg,FaceNet,ok,Unknown,0.0,0.3602309226989746,myke,[]
myke (88).jpg,ArcFace,ok,Unknown,0.0,0.10302352905273438,myke,
myke (89).jpg,FaceNet,ok,Unknown,0.0,0.12053990364074707,myke,[]
myke (89).jpg,ArcFace,ok,Unknown,0.0,0.09546828269958496,myke,
myke (90).jpg,FaceNet,ok,Unknown,0.0,0.16899347305297852,myke,[]
myke (90).jpg,ArcFace,ok,Jude,0.8710514205522044,0.18089938163757324,myke,
myke (91).jpg,FaceNet,ok,Unknown,0.0,0.2754850387573242,myke,[]
myke (91).jpg,ArcFace,ok,Unknown,0.0,0.10980892181396484,myke,
myke (92).jpg,FaceNet,ok,Unknown,0.0,0.3005952835083008,myke,[]
myke (92).jpg,ArcFace,ok,Unknown,0.0,0.16477036476135254,myke,
myke (93).jpg,FaceNet,ok,Unknown,0.0,0.23985767364501953,myke,[]
myke (93).jpg,ArcFace,ok,Unknown,0.0,0.10457229614257812,myke,
myke (9).jpg,FaceNet,ok,Unknown,0.0,0.3680126667022705,myke,[]
myke (9).jpg,ArcFace,ok,Jude,0.8798416420688323,0.34223246574401855,myke,
myke (94).jpg,FaceNet,ok,Unknown,0.0,0.14078688621520996,myke,[]
myke (94).jpg,ArcFace,ok,Unknown,0.0,0.11149048805236816,myke,
myke (95).jpg,FaceNet,ok,Unknown,0.0,0.30683183670043945,myke,[]
myke (95).jpg,ArcFace,ok,Unknown,0.0,0.06322264671325684,myke,
