file,status,predicted,confidence,time,ground_truth,dataset_predicted,dataset_confidence
myke (71).jpg,ok,Jude,0.4500689531961854,0.42397403717041016,myke,,
myke (72).jpg,ok,Jude,0.5261223779449397,0.44705867767333984,myke,,
myke (73).jpg,ok,Jude,0.693935880057531,0.4577372074127197,myke,,
myke (74).jpg,ok,Jude,0.7577964689669006,0.4958212375640869,myke,,
myke (75).jpg,ok,Jude,0.6684917430693944,0.5228605270385742,myke,,
myke (76).jpg,ok,Jude,0.7814836345346398,0.5396349430084229,myke,,
myke (77).jpg,ok,Jude,0.6885775827539188,0.4840390682220459,myke,,
myke (78).jpg,ok,Jude,0.8568202100595166,0.4655332565307617,myke,,
myke (79).jpg,ok,Jude,0.8761979980931319,0.44348788261413574,myke,,
myke (8).jpg,ok,Unknown,0.36829841808449604,0.4501223564147949,myke,,
myke (80).jpg,ok,Jude,0.8669838517354171,0.45754528045654297,myke,,
myke (81).jpg,ok,Jude,0.7823794902253579,0.46416330337524414,myke,,
myke (82).jpg,ok,Jude,0.6169428745781818,0.4677562713623047,myke,,
myke (83).jpg,ok,Jude,0.6435500482549517,0.4923245906829834,myke,,
myke (84).jpg,ok,Jude,0.6414714792411547,0.48726463317871094,myke,,
myke (85).jpg,ok,Unknown,0.4081050066309558,0.4943368434906006,myke,,
myke (86).jpg,ok,Unknown,0.39646419374146874,0.4664616584777832,myke,,
myke (87).jpg,ok,Jude,0.4581418586947011,0.46161460876464844,myke,,
myke (88).jpg,ok,myke,0.5673077916167859,0.4448091983795166,myke,,
myke (89).jpg,ok,myke,0.648651596918871,0.44642138481140137,myke,,
myke (9).jpg,ok,Unknown,0.390365114397183,0.5122215747833252,myke,,
myke (91).jpg,ok,Unknown,0.44748606944280683,0.5463707447052002,myke,,
myke (90).jpg,ok,myke,0.5598047809565729,0.5896661281585693,myke,,
myke (92).jpg,ok,myke,0.467554055335894,0.598524808883667,myke,,
myke (93).jpg,ok,Unknown,0.33067160930830114,0.5161080360412598,myke,,
myke (94).jpg,ok,Unknown,0.42537036929522354,0.5376672744750977,myke,,
myke (95).jpg,ok,Unknown,0.36258509153301766,0.5250346660614014,myke,,
myke (96).jpg,ok,Unknown,0.3789430662537945,0.4602944850921631,myke,,
myke (97).jpg,ok,myke,0.530595305796238,0.4461543560028076,myke,,
myke (98).jpg,ok,myke,0.5012812823717229,0.5069708824157715,myke,,
myke (99).jpg,ok,Jude,0.5043572427506989,0.5017940998077393,myke,,
ThesisMP4TEST5_f000003_1_c90_20251023_020352.jpg,ok,Jude,0.801289218413605,0.5160379409790039,,,
ThesisMP4TEST5_f000027_3_c65_20251023_020354.jpg,ok,Jude,0.8720388523339324,0.4960942268371582,,,
ThesisMP4TEST5_f000011_0_c90_20251023_020352.jpg,ok,Unknown,0.0,2.2503623962402344,,,
ThesisMP4TEST5_f000012_1_c83_20251023_020353.jpg,ok,Jude,0.9216919466625385,2.719508409500122,,,
ThesisMP4TEST5_f000028_3_c69_20251023_020354.jpg,ok,Unknown,0.0,2.1798911094665527,,,
ThesisMP4TEST5_f000030_0_c88_20251023_020354.jpg,ok,Jude,0.8267826779032813,0.7423415184020996,,,
ThesisMP4TEST5_f000010_1_c89_20251023_020352.jpg,ok,Jude,0.911058723555693,3.338732957839966,,,
ThesisMP4TEST5_f000031_1_c85_20251023_020355.jpg,ok,Jude,0.711507062060496,0.5238823890686035,,,
ThesisMP4TEST5_f000064_0_c90_20251023_020359.jpg,ok,Jude,0.8839042369002251,0.5354325771331787,,,
ThesisMP4TEST5_f000034_0_c88_20251023_020355.jpg,ok,Jude,0.8779216875790901,0.727940559387207,,,
ThesisMP4TEST5_f000065_0_c90_20251023_020359.jpg,ok,Jude,0.6037455088374045,0.5702676773071289,,,
ThesisMP4TEST5_f000066_0_c89_20251023_020359.jpg,ok,Jude,0.8156149173438443,0.543004035949707,,,
ThesisMP4TEST5_f000067_0_c90_20251023_020359.jpg,ok,Jude,0.6949760155419501,0.48649144172668457,,,
ThesisMP4TEST5_f000068_0_c89_20251023_020400.jpg,ok,Jude,0.7030487141508405,0.4404470920562744,,,
ThesisMP4TEST5_f000080_3_c66_20251023_020402.jpg,ok,Unknown,0.3351579611801015,0.447725772857666,,,
ThesisMP4TEST5_f000081_4_c63_20251023_020402.jpg,ok,Unknown,0.351809264103976,0.4275631904602051,,,
ThesisMP4TEST5_f000082_4_c64_20251023_020402.jpg,ok,Jude,0.4941196480441862,0.49605369567871094,,,
ThesisMP4TEST5_f000083_1_c83_20251023_020402.jpg,ok,Jude,0.7297854210266936,0.484783411026001,,,
ThesisMP4TEST5_f000084_0_c84_20251023_020402.jpg,ok,Jude,0.5193585000699842,0.4791724681854248,,,
ThesisMP4TEST5_f000085_0_c91_20251023_020402.jpg,ok,Unknown,0.31571981810685107,0.5039510726928711,,,
ThesisMP4TEST5_f000087_0_c92_20251023_020402.jpg,ok,Unknown,0.37572160488048906,0.4904170036315918,,,
ThesisMP4TEST5_f000086_0_c91_20251023_020402.jpg,ok,Unknown,0.30039204483492016,0.4933285713195801,,,
ThesisMP4TEST5_f000088_0_c92_20251023_020403.jpg,ok,Unknown,0.3701390079776863,0.454939603805542,,,
ThesisMP4TEST5_f000089_0_c91_20251023_020403.jpg,ok,Unknown,0.4086579646662221,0.47664356231689453,,,
ThesisMP4TEST5_f000090_0_c92_20251023_020403.jpg,ok,Unknown,0.40818093960898744,0.5213978290557861,,,
ThesisMP4TEST5_f000091_0_c90_20251023_020403.jpg,ok,Unknown,0.3469873907397485,0.5323519706726074,,,
ThesisMP4TEST5_f000106_1_c76_20251023_020406.jpg,ok,Jude,0.806375937233341,0.5056331157684326,,,
ThesisMP4TEST5_f000107_0_c83_20251023_020406.jpg,ok,Jude,0.7799361501450193,0.4737427234649658,,,
ThesisMP4TEST5_f000108_1_c89_20251023_020406.jpg,ok,Jude,0.7068338122737622,0.38349008560180664,,,
ThesisMP4TEST5_f000336_0_c90_20251023_020443.jpg,ok,Jude,0.6930295646977995,0.3867919445037842,,,
ThesisMP4TEST5_f000337_0_c90_20251023_020443.jpg,ok,Jude,0.5917635052038607,0.3612802028656006,,,
ThesisMP4TEST5_f000338_1_c89_20251023_020443.jpg,ok,Jude,0.7506747421668746,0.30913281440734863,,,
ThesisMP4TEST5_f000339_1_c87_20251023_020443.jpg,ok,Jude,0.7220917245603531,0.3266637325286865,,,
ThesisMP4TEST5_f000346_0_c91_20251023_020444.jpg,ok,Jude,0.6179255998811707,0.29449939727783203,,,
ThesisMP4TEST5_f000344_4_c60_20251023_020444.jpg,ok,Unknown,0.0,0.7928285598754883,,,
ThesisMP4TEST5_f000347_0_c90_20251023_020444.jpg,ok,Jude,0.6365771889419932,0.28898143768310547,,,
ThesisMP4TEST5_f000343_4_c60_20251023_020444.jpg,ok,Unknown,0.0,0.9488968849182129,,,
ThesisMP4TEST5_f000354_2_c85_20251023_020446.jpg,ok,Jude,0.678110009190056,0.31247568130493164,,,
ThesisMP4TEST5_f000362_0_c89_20251023_020447.jpg,ok,Unknown,0.43601994321612686,0.31922388076782227,,,
ThesisMP4TEST5_f000342_2_c88_20251023_020444.jpg,ok,Jude,0.8409613306339846,1.2242400646209717,,,
ThesisMP4TEST5_f000363_2_c85_20251023_020447.jpg,ok,Jude,0.5192467102068394,0.32076025009155273,,,
ThesisMP4TEST5_f000364_3_c76_20251023_020447.jpg,ok,Unknown,0.3816287538609013,0.30193042755126953,,,
ThesisMP4TEST5_f000366_4_c68_20251023_020448.jpg,ok,Jude,0.7606775651855496,0.3214881420135498,,,
ThesisMP4TEST5_f000365_5_c44_20251023_020447.jpg,ok,Jude,0.6716725072612347,0.33280467987060547,,,
ThesisMP4TEST5_f000367_4_c73_20251023_020448.jpg,ok,Jude,0.7408483916639416,0.2939891815185547,,,
ThesisMP4TEST5_f000368_3_c81_20251023_020448.jpg,ok,Jude,0.7108691512845932,0.28882789611816406,,,
ThesisMP4TEST5_f000389_3_c86_20251023_020451.jpg,ok,Jude,0.503669870356143,0.3391861915588379,,,
ThesisMP4TEST5_f000370_2_c84_20251023_020448.jpg,ok,Jude,0.5968880729176211,0.34926438331604004,,,
ThesisMP4TEST5_f000393_0_c90_20251023_020451.jpg,ok,Jude,0.47641373134935233,0.3378024101257324,,,
ThesisMP4TEST5_f000401_1_c82_20251023_020452.jpg,ok,Unknown,0.44459300773502464,0.3177804946899414,,,
ThesisMP4TEST5_f000426_0_c87_20251023_020456.jpg,ok,Unknown,0.4411110372343554,0.3268604278564453,,,
ThesisMP4TEST5_f000475_1_c87_20251023_020502.jpg,ok,Jude,0.6069146376178659,0.33089208602905273,,,
ThesisMP4TEST5_f000476_0_c89_20251023_020502.jpg,ok,Jude,0.5862860990172095,0.2934134006500244,,,
ThesisMP4TEST5_f000477_1_c88_20251023_020502.jpg,ok,Jude,0.5333080212208166,0.31908440589904785,,,
ThesisMP4TEST5_f000478_1_c89_20251023_020502.jpg,ok,Unknown,0.39076433182399306,0.31482386589050293,,,
ThesisMP4TEST5_f000479_1_c88_20251023_020503.jpg,ok,Unknown,0.43170091436953256,0.3119385242462158,,,
ThesisMP4TEST5_f000480_1_c89_20251023_020503.jpg,ok,Unknown,0.3432587690374656,0.31059813499450684,,,
ThesisMP4TEST5_f000482_1_c89_20251023_020503.jpg,ok,Jude,0.6210020097744703,0.3144562244415283,,,
ThesisMP4TEST5_f000405_2_c82_20251023_020453.jpg,ok,Unknown,0.0,1.034172534942627,,,
ThesisMP4TEST5_f000483_0_c89_20251023_020503.jpg,ok,Jude,0.5598659566849954,0.29970550537109375,,,
ThesisMP4TEST5_f000485_1_c88_20251023_020503.jpg,ok,Jude,0.7359396036700615,0.329226016998291,,,
ThesisMP4TEST5_f000486_1_c87_20251023_020503.jpg,ok,Jude,0.6080529364266609,0.3254561424255371,,,
ThesisMP4TEST5_f000487_1_c89_20251023_020503.jpg,ok,Jude,0.5006204174420507,0.28886914253234863,,,
ThesisMP4TEST5_f000488_1_c89_20251023_020503.jpg,ok,Jude,0.6199856859621501,0.28303050994873047,,,
ThesisMP4TEST5_f000490_1_c87_20251023_020504.jpg,ok,Jude,0.560793386033144,0.33170461654663086,,,
ThesisMP4TEST5_f000489_1_c88_20251023_020504.jpg,ok,Jude,0.5713182737532303,0.3379034996032715,,,
ThesisMP4TEST5_f000491_1_c87_20251023_020504.jpg,ok,Jude,0.6571453898351897,0.31902194023132324,,,
ThesisMP4TEST5_f000502_1_c83_20251023_020505.jpg,ok,Jude,0.6709561507184241,0.28989720344543457,,,
ThesisMP4TEST5_f000504_1_c82_20251023_020506.jpg,ok,Jude,0.459095753843863,0.31841158866882324,,,
ThesisMP4TEST5_f000574_1_c88_20251023_020516.jpg,ok,Jude,0.5238224865300827,0.32159900665283203,,,
ThesisMP4TEST5_f000571_1_c89_20251023_020515.jpg,ok,Jude,0.6117267541694479,0.3498039245605469,,,
ThesisMP4TEST5_f000575_1_c86_20251023_020516.jpg,ok,Jude,0.6099770435545145,0.2994852066040039,,,
ThesisMP4TEST5_f000578_1_c88_20251023_020517.jpg,ok,Jude,0.6152845452838784,0.3338291645050049,,,
ThesisMP4TEST5_f000585_2_c83_20251023_020518.jpg,ok,Jude,0.8150744810277831,0.31481313705444336,,,
ThesisMP4TEST5_f000582_0_c84_20251023_020517.jpg,ok,Jude,0.7520391452346569,0.3224015235900879,,,
ThesisMP4TEST5_f000580_0_c86_20251023_020517.jpg,ok,Jude,0.7806125337140934,0.3488767147064209,,,
ThesisMP4TEST5_f000589_2_c83_20251023_020518.jpg,ok,Unknown,0.3314233491149323,0.33910155296325684,,,
ThesisMP4TEST5_f000590_4_c79_20251023_020518.jpg,ok,Unknown,0.31224650035250306,0.34432435035705566,,,
ThesisMP4TEST5_f000596_1_c88_20251023_020519.jpg,ok,Jude,0.6099429738062193,0.3766601085662842,,,
ThesisMP4TEST5_f000591_1_c85_20251023_020518.jpg,ok,Unknown,0.35249013527347667,0.38682007789611816,,,
ThesisMP4TEST5_f000597_1_c87_20251023_020520.jpg,ok,Jude,0.5098037263089576,0.3113727569580078,,,
ThesisMP4TEST5_f000598_0_c87_20251023_020520.jpg,ok,Jude,0.4785182098521773,0.3372201919555664,,,
ThesisMP4TEST5_f000600_0_c89_20251023_020520.jpg,ok,Unknown,0.38638345578929273,0.3414905071258545,,,
ThesisMP4TEST5_f000599_0_c89_20251023_020520.jpg,ok,Jude,0.5449301053704401,0.3567788600921631,,,
ThesisMP4TEST5_f000601_0_c89_20251023_020520.jpg,ok,Unknown,0.4118397400527177,0.2935824394226074,,,
ThesisMP4TEST5_f000602_0_c89_20251023_020520.jpg,ok,Unknown,0.2833259485883773,0.30469679832458496,,,
ThesisMP4TEST5_f000603_0_c91_20251023_020520.jpg,ok,Jude,0.6247538322852694,0.3383150100708008,,,
ThesisMP4TEST5_f000605_0_c91_20251023_020520.jpg,ok,Jude,0.6981664896199156,0.34598302841186523,,,
ThesisMP4TEST5_f000606_0_c91_20251023_020520.jpg,ok,Jude,0.6302282069814891,0.32374072074890137,,,
ThesisMP4TEST5_f000607_0_c90_20251023_020520.jpg,ok,Jude,0.5864348666079909,0.32623934745788574,,,
ThesisMP4TEST5_f000651_1_c89_20251023_020528.jpg,ok,Jude,0.6844491849668793,0.3245387077331543,,,
ThesisMP4TEST5_f000652_0_c89_20251023_020528.jpg,ok,Jude,0.5158972872922449,0.34032654762268066,,,
ThesisMP4TEST5_f000653_0_c88_20251023_020528.jpg,ok,Jude,0.5148094585987594,0.31107258796691895,,,
ThesisMP4TEST5_f000654_0_c87_20251023_020528.jpg,ok,Jude,0.6067008888797428,0.3311173915863037,,,
ThesisMP4TEST5_f000655_0_c88_20251023_020528.jpg,ok,Jude,0.7555422071268243,0.595482349395752,,,
ThesisMP4TEST5_f000656_0_c89_20251023_020528.jpg,ok,Jude,0.6442420334093353,0.6348202228546143,,,
ThesisMP4TEST5_f000657_0_c86_20251023_020528.jpg,ok,Jude,0.5334618013171487,0.7692854404449463,,,
ThesisMP4TEST5_f000658_0_c85_20251023_020528.jpg,ok,Jude,0.6391095155829312,0.7979583740234375,,,
ThesisMP4TEST5_f000659_3_c81_20251023_020529.jpg,ok,Jude,0.5877710966565906,0.5830602645874023,,,
ThesisMP4TEST5_f000661_0_c87_20251023_020529.jpg,ok,Jude,0.5437099803155426,0.5787680149078369,,,
ThesisMP4TEST5_f000662_0_c88_20251023_020529.jpg,ok,Unknown,0.4328081291064105,0.4880664348602295,,,
ThesisMP4TEST5_f000663_0_c89_20251023_020529.jpg,ok,Jude,0.6193940469836388,0.465315580368042,,,
ThesisMP4TEST5_f000664_0_c89_20251023_020529.jpg,ok,Jude,0.4807298518588959,0.4326498508453369,,,
ThesisMP4TEST5_f000665_0_c88_20251023_020529.jpg,ok,Jude,0.4995474367427145,0.4359753131866455,,,
ThesisMP4TEST5_f000666_0_c87_20251023_020529.jpg,ok,Jude,0.5955226825172265,0.4304165840148926,,,
ThesisMP4TEST5_f000667_0_c87_20251023_020529.jpg,ok,Jude,0.5121612511572293,0.4680290222167969,,,
ThesisMP4TEST5_f000668_0_c87_20251023_020529.jpg,ok,Unknown,0.3977941213393587,0.5134444236755371,,,
ThesisMP4TEST5_f000669_0_c87_20251023_020529.jpg,ok,Jude,0.45127895259200496,0.510453462600708,,,
ThesisMP4TEST5_f000670_0_c87_20251023_020529.jpg,ok,Jude,0.539860402815466,0.5350503921508789,,,
ThesisMP4TEST5_f000671_0_c86_20251023_020530.jpg,ok,Jude,0.6187805066416355,0.5146636962890625,,,
ThesisMP4TEST5_f000672_0_c86_20251023_020530.jpg,ok,Jude,0.49248280830629226,0.49277234077453613,,,
ThesisMP4TEST5_f000673_0_c88_20251023_020530.jpg,ok,Jude,0.5383488745434205,0.44576573371887207,,,
ThesisMP4TEST5_f000675_0_c90_20251023_020530.jpg,ok,Jude,0.7623636082796404,0.4443783760070801,,,
ThesisMP4TEST5_f000678_3_c72_20251023_020530.jpg,ok,Jude,0.5637043217468074,0.4404182434082031,,,
ThesisMP4TEST5_f000703_0_c88_20251023_020534.jpg,ok,Jude,0.816135236470931,0.4658679962158203,,,
ThesisMP4TEST5_f000688_0_c85_20251023_020532.jpg,ok,Jude,0.8155898584759348,0.5036406517028809,,,
ThesisMP4TEST5_f000732_1_c83_20251023_020538.jpg,ok,Unknown,0.42554479567391923,0.5176270008087158,,,
ThesisMP4TEST5_f000735_0_c87_20251023_020538.jpg,ok,Unknown,0.3521835921857072,0.5715582370758057,,,
ThesisMP4TEST5_f000736_1_c85_20251023_020538.jpg,ok,Unknown,0.33603253034197783,0.5743680000305176,,,
ThesisMP4TEST5_f000738_1_c85_20251023_020538.jpg,ok,Unknown,0.34957160160475337,0.5580394268035889,,,
ThesisMP4TEST5_f000740_0_c84_20251023_020538.jpg,ok,Unknown,0.38724390397777814,0.4775960445404053,,,
ThesisMP4TEST5_f000741_0_c85_20251023_020538.jpg,ok,Unknown,0.41958091812441983,0.45985984802246094,,,
